Movie_id,revenue,collection_name
10948,29800000.0,The Fox and the Hound Collection
11229,0.0,Freeway Collection
562,140767956.0,Die Hard Collection
10163,32101000.0,The Lawnmower Man Collection
11238,0.0,Aladdin Collection
88,213954274.0,Dirty Dancing Collection
8491,30218387.0,Weekend at Bernie's Collection
402,352927224.0,Basic Instinct Collection
25750,0.0,Children of the Corn Collection
11843,41833347.0,The Pink Panther (Original) Collection
1103,50244700.0,Escape From ... Collection
11298,17985893.0,The Howling Collection
4480,0.0,The Water of the Hills Collection
4481,0.0,The Water of the Hills Collection
531,0.0,Wallace & Gromit Collection
36555,0.0,Best of the Best Collection
11455,41590893.0,Cheech & Chong Collection
1891,538400000.0,Star Wars Collection
85,389925971.0,Indiana Jones Collection
679,183316455.0,Alien Collection
429,6000000.0,The Man With No Name Collection
1892,572700000.0,Star Wars Collection
348,104931801.0,Alien Collection
766,0.0,Evil Dead Collection
539,32000000.0,Psycho Collection
525,115229890.0,The Blues Brothers Collection
240,47542841.0,The Godfather Collection
530,0.0,Wallace & Gromit Collection
9277,159616327.0,The Sting Collection
218,78371200.0,The Terminator Collection
829,30000000.0,The Jake Gittes Collection
765,5923044.0,Evil Dead Collection
105,381109762.0,Back to the Future Collection
8009,5900000.0,Highlander Collection
756,83320000.0,Fantasia Collection
11314,1723872.0,Qatsi Collection
89,474171806.0,Indiana Jones Collection
8077,159773545.0,Alien Collection
41671,0.0,The Amityville Horror Collection
27214,6333135.0,The Amityville Horror Collection
52263,0.0,The Amityville Horror Collection
33519,0.0,The Amityville Horror Collection
16235,12534817.0,The Amityville Horror Collection
11449,86432000.0,The Amityville Horror Collection
41848,0.0,The Amityville Horror Collection
8851,0.0,The Blob Collection
229,0.0,Frankenstein (Universal Series)
9529,25792310.0,Candyman Collection
7340,33800000.0,Carrie Collection
377,25504513.0,A Nightmare on Elm Street Collection
794,60922980.0,The Omen Collection
145,3803298.0,Heart of Gold Collection
199,150000000.0,Star Trek: The Next Generation Collection
9279,129832389.0,Jingle All the Way Collection
17204,0.0,Paradise Lost Collection
11674,320689294.0,101 Dalmatians (Live-Action) Collection
1573,240031094.0,Die Hard Collection
152,139000000.0,Star Trek: The Original Series Collection
174,96900000.0,Star Trek: The Original Series Collection
172,70200000.0,Star Trek: The Original Series Collection
154,96800000.0,Star Trek: The Original Series Collection
157,87000000.0,Star Trek: The Original Series Collection
168,133000000.0,Star Trek: The Original Series Collection
364,280000000.0,Batman Collection
11967,44726644.0,Young Guns Collection
9086,0.0,Young Guns Collection
621,181813770.0,Grease Collection
9037,15171476.0,Grease Collection
8845,156563139.0,Under Siege Collection
578,470654000.0,The Jaws Collection
579,187884007.0,The Jaws Collection
17692,87987055.0,The Jaws Collection
4232,173046663.0,Scream Collection
34314,11466088.0,Turbulence Collection
9404,21890845.0,Police Story Collection
14908,4529843.0,McHale's Navy Collection
11419,36400360.0,National Lampoon's Vacation Collection
10003,118063304.0,The Saint Collection
11844,0.0,Barrytown Trilogy
6499,17979739.0,Power Rangers Collection
9360,136885767.0,Anaconda Collection
816,67683989.0,Austin Powers Collection
49478,0.0,Warriors of Virtue Collection
1811,27354.0,Teenage Apocalypse Trilogy
330,229074524.0,Jurassic Park Collection
33660,0.0,Shiloh Collection
1639,164508066.0,Speed Collection
415,238207122.0,Batman Collection
17991,0.0,Tetsuo Collection
607,589390539.0,Men In Black Collection
9387,79114085.0,Conan the Barbarian Collection
10603,0.0,George of the Jungle Collection
20737,23144499.0,Air Bud Collection
18519,0.0,Free Willy Collection
4961,25480490.0,Mimic Collection
1669,199200000.0,The Jack Ryan Collection
9437,60527873.0,Alex Cross Collection
10351,15719109.0,Wishmaster Collection
3597,125586134.0,I Know What You Did Last Summer Collection
1281,251212670.0,Mr. Bean Collection
563,121214377.0,Starship Troopers Collection
9823,51376861.0,Mortal Kombat Collection
8078,162000000.0,Alien Collection
42832,0.0,Les Boys
9714,79082515.0,Home Alone Collection
4233,172363301.0,Scream Collection
714,333011068.0,James Bond Collection
9922,17626234.0,The Postman Collection
32302,0.0,3 Ninjas Collection
9033,0.0,The Prophecy Collection
11568,14051384.0,The Blues Brothers Collection
11808,102367405.0,The Fugitive / U.S. Marshals Collection
617,67200000.0,Wild Things Collection
17644,0.0,Barney Collection
27472,0.0,The Odd Couple Collection
10216,19165560.0,Species Collection
9771,3572443.0,Major League Collection
37410,1334786.0,Henry Fool Collection
10674,304320254.0,Mulan Collection
846,189198313.0,The X-Files Collection
3050,294456605.0,Dr. Dolittle Collection
944,285444603.0,Lethal Weapon Collection
1051,41158757.0,French Connection Collection
1366,117235147.0,Rocky Collection
10014,29999213.0,A Nightmare on Elm Street Collection
10072,44793222.0,A Nightmare on Elm Street Collection
10131,72500000.0,A Nightmare on Elm Street Collection
10160,22168359.0,A Nightmare on Elm Street Collection
11284,34872033.0,A Nightmare on Elm Street Collection
4488,59754601.0,Friday the 13th Collection
9725,21722776.0,Friday the 13th Collection
9728,36690067.0,Friday the 13th Collection
9730,32980880.0,Friday the 13th Collection
9731,21930418.0,Friday the 13th Collection
10225,19472057.0,Friday the 13th Collection
10281,19170001.0,Friday the 13th Collection
10283,14000000.0,Friday the 13th Collection
948,70000000.0,Halloween Collection
11281,25533818.0,Halloween Collection
10676,14400000.0,Halloween Collection
11357,17768757.0,Halloween Collection
11361,11642254.0,Halloween Collection
36599,14796236.0,Prom Night Collection
39929,2683519.0,Prom Night Collection
41828,0.0,Prom Night Collection
41769,0.0,Prom Night Collection
10585,44196684.0,Child's Play Collection
11186,35763605.0,Child's Play Collection
11187,20560255.0,Child's Play Collection
609,122200000.0,Poltergeist Collection
11133,40996665.0,Poltergeist Collection
10306,14144000.0,Poltergeist Collection
9552,441306145.0,The Exorcist Collection
11586,30749142.0,The Exorcist Collection
11587,39024251.0,The Exorcist Collection
941,120207127.0,Lethal Weapon Collection
942,227853986.0,Lethal Weapon Collection
943,321731527.0,Lethal Weapon Collection
927,153083102.0,The Gremlins Collection
928,41482207.0,The Gremlins Collection
9342,250288523.0,Zorro Collection
165,332000000.0,Back to the Future Collection
196,244527583.0,Back to the Future Collection
551,84563118.0,The Poseidon Adventure Collection
17984,0.0,Flubber Collection
22328,0.0,The Apple Dumpling Gang Collection
3170,267447150.0,Bambi Collection
242,136766062.0,The Godfather Collection
29228,0.0,Dexter Riley Collection
11164,45610410.0,The Mighty Ducks Collection
12129,0.0,Herbie Collection
14140,0.0,Herbie Collection
11158,58662452.0,"Honey, I Shrunk the Kids Collection"
9354,222724172.0,"Honey, I Shrunk the Kids Collection"
9325,205843612.0,The Jungle Book Collection
10340,93600000.0,Lady and the Tramp Collection
10144,222300000.0,The Little Mermaid Collection
10414,50752337.0,The Mighty Ducks Collection
10437,27281507.0,The Muppet Collection
12230,215880014.0,101 Dalmatians (Animated) Collection
10693,87404651.0,Peter Pan Collection
11135,47431461.0,The Rescuers Collection
11319,71215869.0,The Rescuers Collection
14822,16393000.0,Witch Mountain Collection
15969,0.0,Aladdin Collection
15943,0.0,The Shaggy Dog Collection
19762,0.0,Flubber Collection
2619,69821334.0,Splash Collection
97,33000000.0,TRON Collection
11675,55041738.0,Halloween Collection
87,333000000.0,Indiana Jones Collection
123,30471420.0,The Lord of the Rings Animated Collection
10823,14000000.0,Children of the Corn Collection
11497,27100027.0,All Dogs Go to Heaven Collection
2907,191502426.0,Addams Family Collection
15171,0.0,Charlotte's Web Collection
11704,14665733.0,The Secret Of NIMH Collection
4978,84542002.0,Fievel Collection
10380,40766041.0,Fievel Collection
11415,0.0,House Collection
37530,7800000.0,House Collection
8393,60000000.0,The Gods Must Be Crazy Collection
11937,0.0,The Gods Must Be Crazy Collection
21661,10224116.0,Air Bud Collection
39930,0.0,Henry: Portrait of a Serial Killer Collection
10692,0.0,Henry: Portrait of a Serial Killer Collection
805,33395426.0,Rosemary's Baby Collection
34584,20158808.0,The Neverending Story Collection
34636,16283667.0,The Neverending Story Collection
2182,0.0,Killer Tomatoes! Collection
36647,131183530.0,Blade Collection
431,501818.0,Cube Collection
2109,244386864.0,Rush Hour Collection
9877,72527595.0,Urban Legend
1091,19629760.0,The Thing Collection
4437,40400657.0,The Space Odyssey Series
11932,50671850.0,Child's Play Collection
9945,0.0,Vampires Collection
4518,82150642.0,Elizabeth Collection
3600,40002112.0,I Know What You Did Last Summer Collection
12223,0.0,Stepford Collection
14444,100491683.0,Rugrats Collection
1678,0.0,Godzilla (Showa) Collection
39256,4100000.0,Godzilla (Heisei) Collection
1680,0.0,Godzilla (Showa) Collection
244,10000000.0,King Kong (1933 series)
10730,90614445.0,King Kong (1976 series)
31947,4711220.0,King Kong (1976 series)
9749,59612888.0,Fletch Collection
14628,35150960.0,Fletch Collection
9626,6948633.0,Conan the Barbarian Collection
707,152427960.0,James Bond Collection
9336,146198896.0,Police Academy Collection
10157,55600000.0,Police Academy Collection
12118,43579163.0,Police Academy Collection
10587,28061343.0,Police Academy Collection
11825,19510371.0,Police Academy Collection
11895,11567217.0,Police Academy Collection
9447,69131860.0,Babe Collection
200,118000000.0,Star Trek: The Next Generation Collection
1369,300400432.0,Rambo Collection
1368,125212904.0,Rambo Collection
1370,189015611.0,Rambo Collection
10303,96773200.0,Romancing the Stone Collection
9326,86572238.0,Romancing the Stone Collection
10328,85313124.0,Cocoon Collection
11285,25024919.0,Cocoon Collection
1367,200182160.0,Rocky Collection
1371,270000000.0,Rocky Collection
1374,300473716.0,Rocky Collection
1375,119946358.0,Rocky Collection
1885,90815558.0,The Karate Kid Collection
8856,115103979.0,The Karate Kid Collection
10495,38956288.0,The Karate Kid Collection
5825,71320000.0,National Lampoon's Vacation Collection
6917,0.0,The Gate Collection
40729,0.0,The Gate Collection
11815,3000000.0,The Fly (1958 series)
9426,60629159.0,The Fly Collection
10344,38903179.0,The Fly Collection
30497,30859000.0,Texas Chainsaw Massacre Collection
16337,8025872.0,Texas Chainsaw Massacre Collection
25018,5765562.0,Texas Chainsaw Massacre Collection
16780,185898.0,Texas Chainsaw Massacre Collection
9671,328203506.0,Crocodile Dundee Collection
9396,239606210.0,Crocodile Dundee Collection
11873,52293982.0,The Hustler Collection
8224,96618699.0,8MM Collection
8913,57469467.0,Pet Sematary Collection
10906,17092453.0,Pet Sematary Collection
25748,6980986.0,Children of the Corn Collection
25749,0.0,Children of the Corn Collection
10671,100489151.0,Airport Collection
27932,47000000.0,Airport Collection
7227,30000000.0,Airport Collection
33518,0.0,Alligator Collection
2362,0.0,Westworld Collection
871,33395426.0,Planet of the Apes Original Collection
1685,18999718.0,Planet of the Apes Original Collection
1705,8844595.0,Planet of the Apes Original Collection
1688,9700000.0,Planet of the Apes Original Collection
1687,12348905.0,Planet of the Apes Original Collection
29723,13015688.0,Airport Collection
31638,0.0,The Poseidon Adventure Collection
9535,176885658.0,Analyze Collection
796,75902208.0,Cruel Intentions Collection
7341,17762705.0,Carrie Collection
603,463517383.0,The Matrix Collection
564,415885488.0,The Mummy Collection
9460,0.0,The Black Mask Collection
1893,924317558.0,Star Wars Collection
15849,0.0,The Mummy (Universal Series)
18990,0.0,The Mummy (Hammer Series)
29242,0.0,The Mummy (Universal Series)
29243,0.0,The Mummy (Universal Series)
31498,0.0,The Mummy (Universal Series)
29239,0.0,The Mummy (Universal Series)
1924,300218018.0,Superman Collection
8536,190458706.0,Superman Collection
9531,75850624.0,Superman Collection
11411,19300000.0,Superman Collection
138,1012189.0,Dracula (Universal Series)
30793,0.0,Dracula (Universal Series)
3103,0.0,Frankenstein (Universal Series)
3035,12000000.0,Frankenstein (Universal Series)
3077,0.0,Frankenstein (Universal Series)
3074,0.0,Frankenstein (Universal Series)
3076,0.0,The Wolf Man (Universal Series)
3079,0.0,Frankenstein (Hammer Series)
32023,0.0,Dracula (Universal Series)
13666,0.0,The Wolf Man (Universal Series)
29794,0.0,The Howling Collection
36685,112892319.0,Rocky Horror Collection
17918,0.0,Swamp Thing Collection
817,310940086.0,Austin Powers Collection
37135,448000000.0,Tarzan (Animation) Collection
2105,235483004.0,American Pie Collection
10239,0.0,Tales of the Four Seasons
10208,16290976.0,The Muppet Collection
2667,248000000.0,Blair Witch Collection
9825,56870414.0,Lake Placid Collection
620,295212467.0,Ghostbusters Collection
2978,215394738.0,Ghostbusters Collection
332,0.0,Inspector Gadget Collection
147,0.0,The Adventures of Antoine Doinel
9710,0.0,Allan Quatermain Collection
10766,26518355.0,The Omen Collection
10768,20471382.0,The Omen Collection
813,83453539.0,Airplane Collection
2665,27150534.0,Airplane Collection
11418,49364621.0,National Lampoon's Vacation Collection
11153,61399552.0,National Lampoon's Vacation Collection
11077,0.0,Problem Child Collection
28597,0.0,Problem Child Collection
850,19294144.0,A Christmas Story Collection
10366,10667893.0,Universal Soldier Collection
9349,0.0,Universal Soldier Collection
11037,0.0,Iron Eagle Collection
11955,0.0,Iron Eagle Collection
2038,0.0,Iron Eagle Collection
28737,0.0,Iron Eagle Collection
91893,0.0,The Spiders Serial
11601,21133087.0,Stir of Echoes Collection
11797,24922237.0,Fright Night Collection
18086,2983784.0,Fright Night Collection
10975,0.0,Armour of God Collection
10974,0.0,Armour of God Collection
9638,11988469.0,Phantasm Collection
10576,34725000.0,Psycho Collection
12662,14481606.0,Psycho Collection
11230,0.0,Drunken Master Collection
1654,45300000.0,The Dirty Dozen Collection
658,124881062.0,James Bond Collection
657,78898765.0,James Bond Collection
646,59600000.0,James Bond Collection
5689,58853106.0,The Blue Lagoon collection
391,14500000.0,The Man With No Name Collection
772,358991681.0,Home Alone Collection
65448,0.0,Penitenciaría - Colección
65452,0.0,Penitenciaría - Colección
29064,2400000.0,Omega Code Series
10496,10.0,Bats Collection
16162,34573780.0,The Best Man Collection
15247,0.0,Harry Palmer Collection
29251,0.0,On Any Sunday Collection
5548,53000000.0,RoboCop Collection
5549,45681173.0,RoboCop Collection
699,195312802.0,James Bond Collection
709,156167015.0,James Bond Collection
253,161777836.0,James Bond Collection
660,141195658.0,James Bond Collection
11377,40846082.0,House on Haunted Hill Collection
18111,0.0,Re-Animator Collection
16281,21028755.0,Creepshow Collection
16288,14000000.0,Creepshow Collection
1694,2023414.0,Re-Animator Collection
24831,0.0,Piranha Collection
37853,0.0,Mister Roberts Collection
14035,0.0,Meatballs Collection
40771,0.0,Meatballs Collection
40772,0.0,Meatballs Collection
40773,0.0,Meatballs Collection
10228,163644662.0,Pokémon Collection
11663,0.0,Barrytown Trilogy
9264,0.0,Poison Ivy Collection
18222,0.0,Poison Ivy Collection
20565,0.0,The Up Series
36643,361832400.0,James Bond Collection
863,497366869.0,Toy Story Collection
32669,10000000.0,The Jake Gittes Collection
10402,65535067.0,Deuce Bigalow Collection
25188,29133000.0,The Last Picture Show Collection
15515,0.0,The Sinbad Collection
10137,300135367.0,Stuart Little Collection
49948,90874570.0,Fantasia Collection
10471,59827328.0,Friday Collection
14919,5617391.0,Batman (DC Universe Animated) Collection
2005,231605150.0,Sister Act Collection
6279,57319029.0,Sister Act Collection
8872,121697323.0,Wayne's World Collection
8873,47965000.0,Wayne's World Collection
9869,178051587.0,The Jack Ryan Collection
9367,2040920.0,Mexico Trilogy
16562,25105517.0,The Cutting Edge Collection
4234,161834276.0,Scream Collection
9605,48017402.0,Single White Female Collection
8374,30471.0,The Boondock Saints Collection
25934,0.0,"To Sir, with Love Collection"
2787,53187659.0,The Chronicles of Riddick Collection
2069,106371651.0,The Whole Nine/Ten Yards Collection
10839,0.0,Cross of Iron Collection
838,140000000.0,American Graffiti Collection
11176,76657000.0,The Muppet Collection
11899,0.0,The Muppet Collection
9532,53302314.0,Final Destination Collection
13939,22000000.0,Death Wish Collection
14373,45000000.0,Death Wish Collection
24873,16945171.0,Death Wish Collection
26263,0.0,Death Wish Collection
34746,1702394.0,Death Wish Collection
1498,202000000.0,Teenage Mutant Ninja Turtles (Original) Collection
1497,78000000.0,Teenage Mutant Ninja Turtles (Original) Collection
1499,42000000.0,Teenage Mutant Ninja Turtles (Original) Collection
11690,11806119.0,Bloodsport Collection
11520,0.0,Grumpy Old Men Collection
990,7600000.0,The Hustler Collection
11478,35007180.0,The Skulls Collection
11356,44527234.0,The Odd Couple Collection
17339,7230000.0,Navarone Collection
26879,0.0,Beach Party Collection
13665,95461682.0,Arthur Collection
12309,38435947.0,Bachelor Party Collection
106,98235548.0,Predator Collection
1359,34266564.0,American Psycho Collection
10557,28200000.0,East is East Collection
11977,39846344.0,Caddyshack Collection
9456,0.0,The Crow Collection
889,59468275.0,The Flintstones (Live-Action) Collection
452,7235.0,Heart of Gold Collection
39283,1753979.0,Carnosaur Collection
65460,0.0,Carnosaur Collection
55667,0.0,Carnosaur Collection
12476,0.0,Hidden Collection
16395,0.0,The Three Mothers Collection
5608,0.0,Die Nibelungen Filmreihe
10560,17200925.0,Center Stage Collection
5683,40940662.0,Pee-wee's Collection
14906,0.0,Caballeros Collection
9285,119754278.0,Road Trip Collection
955,546388105.0,Mission: Impossible Collection
8584,56932305.0,Shanghai Noon Collection
668,81974493.0,James Bond Collection
691,185438673.0,James Bond Collection
698,210308099.0,James Bond Collection
682,97572000.0,James Bond Collection
9600,173959438.0,Big Momma's House Collection
21,0.0,The Endless Summer Collection
10911,28900000.0,Navarone Collection
26912,0.0,Quatermass (Hammer series)
26278,0.0,Quatermass (Hammer series)
26953,0.0,Puppet Master Collection
26954,0.0,Puppet Master Collection
26956,0.0,Puppet Master Collection
26957,0.0,Puppet Master Collection
26958,0.0,Puppet Master Collection
26959,0.0,Puppet Master Collection
26960,0.0,Puppet Master Collection
23069,0.0,The Benji Collection
21299,0.0,The Benji Collection
38802,0.0,The Benji Collection
21137,0.0,The Decline of Western Civilization Collection
36724,0.0,The Decline of Western Civilization Collection
938,15000000.0,The Man With No Name Collection
10648,39768000.0,Dirty Harry Collection
10246,125728258.0,Porky's Collection
19698,33759266.0,Porky's Collection
23919,20518905.0,Porky's Collection
26554,0.0,Nuke 'Em High Collection
15239,0.0,The Toxic Avenger Collection
28165,0.0,The Toxic Avenger Collection
28169,0.0,The Toxic Avenger Collection
169,57120318.0,Predator Collection
10128,32155047.0,Alien Nation Collection
9659,100000000.0,Mad Max Collection
8810,24600832.0,Mad Max Collection
9355,36230219.0,Mad Max Collection
10068,6735922.0,9½ Weeks Collection
11495,17080167.0,Firestarter Collection
482,12121618.0,Shaft Collection
479,107196498.0,Shaft Collection
9873,20603715.0,F/X Collection
16820,0.0,F/X Collection
15379,22812411.0,Missing in Action Collection
12764,10755447.0,Missing in Action Collection
27352,6193901.0,Missing in Action Collection
17897,11000000.0,The Sinbad Collection
16094,26386000.0,House Party Collection
16096,0.0,House Party Collection
11822,0.0,Nekromantik Collection
494,1458000.0,Shaft Collection
493,10000000.0,Shaft Collection
4247,278019771.0,Scary Movie Collection
36657,296339527.0,X-Men Collection
12599,133949270.0,Pokémon Collection
11940,16000000.0,The Sinbad Collection
12107,123307945.0,The Nutty Professor Collection
9383,190213455.0,Hollow Man Collection
15158,7282851.0,Phantasm Collection
16139,0.0,Phantasm Collection
16146,0.0,Phantasm Collection
26515,4385516.0,Pumpkinhead Collection
13567,0.0,Sleepaway Camp Collection
20850,0.0,"Ilsa, She Wolf of the SS Collection"
8843,104155843.0,The Cell Collection
10643,10037390.0,Godzilla (Millennium) Collection
37136,78756177.0,Naked Gun Collection
37137,86930411.0,Naked Gun Collection
11398,30199105.0,The Art of War Collection
1588,90449929.0,Bring It On Collection
12211,15843608.0,Highlander Collection
1698,0.0,Anatomy Collection
12212,38574362.0,Urban Legend
16,40031879.0,Heart of Gold Collection
9003,14564027.0,Hellraiser Collection
9064,12090735.0,Hellraiser Collection
11569,12534961.0,Hellraiser Collection
26484,0.0,Beach Party Collection
39113,0.0,Beach Party Collection
38126,0.0,The Fly (1958 series)
53617,0.0,Beach Party Collection
10973,1300000.0,Creature From The Black Lagoon (Universal Series)
10787,0.0,The Invisible Man (Universal Series)
27475,0.0,The Slumber Party Massacre Collection
27764,0.0,The Slumber Party Massacre Collection
27767,0.0,The Slumber Party Massacre Collection
40760,0.0,The Sorority House Massacre Collection
40446,0.0,The Sorority House Massacre Collection
20455,0.0,Digimon Collection
1597,330444045.0,Meet the Parents Collection
21142,0.0,Billy Jack Collection
78140,0.0,Billy Jack Collection
18498,35000000.0,Ghoulies Collection
28605,0.0,Ghoulies Collection
12207,0.0,Drunken Master Collection
11531,0.0,Blair Witch Collection
4327,264105545.0,Charlie's Angels Collection
681,116019547.0,James Bond Collection
16340,103.0,Rugrats Collection
10481,183611771.0,101 Dalmatians (Live-Action) Collection
146,213525736.0,"Crouching Tiger, Hidden Dragon Collection"
11849,15185241.0,Dungeons & Dragons Collection
708,191185897.0,James Bond Collection
10673,43848069.0,Wall Street Collection
11688,169327687.0,The Emperor's New Groove Collection
1493,212000000.0,Miss Congeniality Collection
10577,33000337.0,Dracula 2000 Collection
15739,57059003.0,Annie Collection
9816,91038276.0,Save The Last Dance Collection
96,299965036.0,Beverly Hills Cop Collection
90,316360478.0,Beverly Hills Cop Collection
19933,0.0,The Brave Little Toaster Collection
18935,23509382.0,Ernest Collection
764,29400000.0,Evil Dead Collection
580,51881013.0,The Jaws Collection
1547,32222567.0,Lost Boys Collection
10019,42721196.0,Mannequin Collection
37302,0.0,Left Behind Collection
843,12854953.0,Wong Kar-Wai's Informal Collection
9740,351692268.0,The Hannibal Lecter Anthology
19405,44460850.0,Disneys Große Pause
43332,0.0,Demetrius Filmreihe
17965,0.0,Dr. Phibes Collection
11454,8620929.0,The Hannibal Lecter Anthology
14052,0.0,Revenge of the Nerds Collection
16889,22642033.0,Revenge of the Nerds Collection
23730,3412497.0,C.H.U.D. Collection
10054,147934180.0,Spy Kids Collection
2043,105178561.0,Alex Cross Collection
56715,0.0,The Visitors Collection
10991,68411275.0,Pokémon Collection
634,281929795.0,Bridget Jones Collection
10956,30987695.0,Joe Dirt Collection
9290,39438674.0,Crocodile Dundee Collection
1734,433013274.0,The Mummy Collection
808,484409218.0,Shrek Collection
1406,179033791.0,City Slickers Collection
41050,0.0,Alienation Trilogy
966,4905000.0,The Magnificent Seven Collection
12639,0.0,The Magnificent Seven Collection
10865,186053725.0,Atlantis Collection
1995,274703340.0,Tomb Raider Collection
10808,176104344.0,Dr. Dolittle Collection
9799,207283925.0,The Fast and the Furious Collection
60670,0.0,The Crimson Rivers Collection
10992,93375151.0,Cats & Dogs Collection
4248,141220678.0,Scary Movie Collection
26483,0.0,Beach Party Collection
24382,0.0,Totò Collection
11286,72179579.0,Cannonball Run Collection
11950,28078073.0,Cannonball Run Collection
12236,3077361.0,Cannonball Run Collection
26573,0.0,Dr Goldfoot Collection
20075,0.0,Cheech & Chong Collection
20197,21134374.0,Cheech & Chong Collection
11906,0.0,The Three Mothers Collection
2114,85131830.0,Final Fantasy Collection
8835,141774679.0,Legally Blonde Collection
26044,14681192.0,Arthur Collection
30502,15122000.0,Pee-wee's Collection
18509,0.0,Caddyshack Collection
