Movie_id,revenue,company_name
6071,0.0,Touchstone Pictures
11,775398007.0,Metro-Goldwyn-Mayer (MGM)
9587,0.0,Dino De Laurentiis Company
19101,0.0,Spelling Films
49980,0.0,Universal Pictures
17961,0.0,Brillstein-Grey Entertainment
18183,21665468.0,Robert Simonds Productions
4476,160638883.0,Amblin Entertainment
11008,0.0,Malpaso Productions
47504,0.0,Warner Bros.
43742,0.0,Walt Disney Pictures
28313,7603766.0,Jim Henson Productions
11318,0.0,"Jim Henson Company, The"
24070,0.0,Icon Entertainment International
8986,18137661.0,The Ladd Company
10510,46264384.0,B.H. Finance C.V.
17402,5.0,Columbia Pictures Corporation
38722,0.0,Italo/Judeo Productions
8438,17381942.0,Bill/Phillips
11593,0.0,New Line Cinema
1945,106683817.0,Golden Harvest Company
39310,0.0,Caravan Pictures
109560,0.0,Hollywood Pictures
56428,0.0,Téléfilm Canada
63105,0.0,Skyline Films
131957,0.0,Malofilm
241,50282766.0,Société de Développement des Entreprises Culturelles (SODEC)
9058,0.0,British Screen Productions
527,2201126.0,National Film Board of Canada (NFB)
18220,0.0,imX Communications
6950,189859560.0,Glace Bay Pictures
101,45284974.0,Ciné Télé Action
63020,2832826.0,Nova Scotia Film Development Corporation
2307,0.0,Ranfilm
680,213928762.0,France 2 Cinéma
41478,6834525.0,France 3 Cinéma
25296,152322.0,StudioCanal
40156,4176932.0,Les Productions du Champ Poirier
11450,0.0,Téléma Productions
10452,0.0,Bavaria Film and Television Fund
12106,18552460.0,TriStar Pictures
161495,12400000.0,Motion Picture Corporation of America (MPCA)
3586,11300653.0,Savoy Pictures
110,0.0,TriStar Pictures
109,0.0,Paramount Pictures
159185,0.0,Jet Tone Production
36357,0.0,The Criterion Collection
92769,0.0,Cecchi Gori Group Tiger Cinematografica
28033,0.0,Miramax Films
22586,9771658.0,Studio Babelsberg
14334,0.0,Dieter Geissler Filmproduktion
2636,170362582.0,Cinevox Filmproduktion GmbH
2164,196567262.0,Warner Bros.
11395,189833357.0,Miramax
278,28341469.0,Canal Horizons
9905,0.0,Mat Films
87078,102780.0,Cinétéléfilms
27993,0.0,Fine Line Features
31439,0.0,Channel Four Films
9067,4064495.0,Bórd Scannán na hÉireann
9059,0.0,Canal+
193,120000000.0,Paramount Pictures
25066,12000000.0,Cigua Films
46797,0.0,D'Pelicula
11381,32648673.0,Twentieth Century Fox Film Corporation
32636,0.0,Couch Potatoe Productions
95963,0.0,Channel Four Films
1587,10032765.0,Academy
9271,24048000.0,Mayfair Films
2064,182057016.0,Iberoamerica Films
60855,759393.0,Cinergi Pictures Entertainment
236,15119639.0,Touchstone Pictures
48287,0.0,United Artists
2759,11220670.0,Fox Searchlight Pictures
12635,0.0,Columbia Pictures
10497,1862805.0,Don Simpson/Jerry Bruckheimer Films
11382,0.0,Warner Bros.
9331,215887717.0,New Line Cinema
10731,117615211.0,Island Pictures
10464,0.0,Fine Line Features
34152,0.0,BBC
9495,94000000.0,British Screen Productions
29973,1007583.0,Portman Productions
888,341631208.0,Channel Four Films
13,677945399.0,Zenith Entertainment
712,254700832.0,American Playhouse
16295,38290723.0,Union Générale Cinématographique (UGC)
48992,1777020.0,La Sept Cinéma
10879,61947267.0,True Fiction Pictures
10660,0.0,Imagine Entertainment
10714,0.0,Universal Pictures
41647,449707.0,United Artists
8587,788241776.0,Talisman Productions
1689,4858139.0,October Films
11596,18090181.0,Guild
854,351583407.0,Fastnet Films
9359,0.0,Warner Bros.
23333,0.0,Polygram Filmed Entertainment
36593,51132598.0,Paris Films Productions
12280,0.0,Five Films
2788,20079850.0,Robert et Raymond Hakim
10427,2000000.0,Columbia Pictures
11011,0.0,Castle Rock Entertainment
49803,0.0,Miramax Films
8987,0.0,InterAL
1637,350448145.0,PolyGram Filmed Entertainment
15128,0.0,Universal Pictures
8831,101646581.0,Amblin Entertainment
36955,378882411.0,The Harvey Entertainment Company
10449,50021959.0,Universal Pictures
10395,0.0,40 Acres & A Mule Filmworks
12160,25052000.0,Paramount Pictures
40480,0.0,"Kennedy/Marshall Company, The"
52038,953.0,Hollywood Pictures
29444,0.0,Don Simpson/Jerry Bruckheimer Films
26352,29392418.0,Superior Pictures
39953,0.0,Columbia Pictures
41580,0.0,Los Hooligans Productions
315,0.0,TriStar Pictures
22067,20851521.0,Mundy Lane Entertainment
18242,0.0,Twentieth Century Fox Film Corporation
11667,99423521.0,Cinergi Pictures Entertainment
32502,0.0,Why Not Productions
267188,0.0,Desperate Pictures
28732,0.0,Blurco
75555,0.0,The Teen Angst Movie Company
42981,0.0,Touchstone Pictures
278939,0.0,Merchant Ivory Productions
291731,0.0,Columbia Pictures Corporation
226229,0.0,First Knight Productions
203119,0.0,Regency Enterprises
172923,0.0,Alcor Films
316098,0.0,Canal+
8011,36800000.0,Donner/Shuler-Donner Productions
171857,0.0,Warner Bros.
2654,8946600.0,United Artists
18069,0.0,Suftley
19092,0.0,The Booking Office
2758,48919043.0,Workin' Man Films
38129,0.0,TriStar Pictures
10436,32255440.0,Alliance Communications Corporation
13595,0.0,Hollywood Pictures
46094,21011500.0,Cinergi Pictures Entertainment
9409,0.0,TriStar Pictures
11853,15240435.0,Miramax Films
16771,0.0,JDI productions
46924,0.0,Lemon Sky Productions
11041,0.0,United Artists
306,119208989.0,Seraphim Films
14522,0.0,The Ontario Film Development Corporation
26203,16668552.0,First Choice Films
178,30156002.0,Atlantis Films
19819,0.0,Telefilm Canada
57834,0.0,Max Films Productions
4722,428868.0,Super Écran
18215,1796389.0,Société Générale des Industries Culturelles du Québec (SOGIC)
1607,17287898.0,Touchstone Pictures
26391,3662459.0,Universal Pictures
117553,2570145.0,Gramercy Pictures
6075,36516012.0,Alphaville Films
11310,0.0,View Askew Productions
18658,7355425.0,Twentieth Century Fox Film Corporation
9350,255000211.0,Saban Entertainment
9612,0.0,Toei Company
2124,19726050.0,PolyGram Filmed Entertainment
26261,0.0,Working Title Films
19176,0.0,Comet Film Produktion GmbH
49299,0.0,Avrora Media
11566,63000000.0,Cobblestone Pictures
9571,7993039.0,Kino Link Company
9739,159055768.0,Columbia Pictures
24257,0.0,Twentieth Century Fox Film Corporation
34444,0.0,1492 Pictures
26141,0.0,Party Productions
10997,0.0,Dimension Films
50463,0.0,Playhouse International Pictures
10443,0.0,American Playhouse
20239,0.0,"Samuel Goldwyn Company, The"
16297,0.0,Killer Films
18551,9488998.0,American Playhouse
25440,0.0,Kardana Films
9024,11146270.0,Chemical Films
37233,270248367.0,Hollywood Pictures
1634,153698625.0,Cinergi Pictures Entertainment
5503,368875760.0,United Artists
35588,18635620.0,Le Studio Canal+
2087,30.0,Carolco Pictures
41579,0.0,Miramax Films
18620,0.0,Spring Creek Productions
41006,0.0,Warner Bros.
4916,22886222.0,Hawn / Sylbert Movie Company
2019,74189677.0,Metro-Goldwyn-Mayer (MGM)
31642,0.0,Malpaso Productions
9255,133752825.0,Butcher's Run Films
26271,0.0,Warner Bros.
10612,0.0,Lightstorm Entertainment
2259,0.0,Beta Film
16097,0.0,Madeleine Films
11934,0.0,Parc Film
106143,0.0,Hollywood Pictures
12475,28881266.0,PolyGram Filmed Entertainment
9386,176997168.0,Interscope Communications
7984,65796862.0,Savoy Pictures
59930,8880705.0,Société Française de Production (SFP)
15765,0.0,FIT Productions
31643,0.0,Portman Productions
6,12136938.0,Universal Pictures
329,920100000.0,Amblin Entertainment
10909,2395231.0,Regency Enterprises
507,418961.0,Warner Bros.
34024,0.0,Seagal/Nasso Productions
29918,0.0,Victor Company of Japan (JVC)
9593,137298489.0,Cutting Edge Films
42580,0.0,Hollywood Pictures
1413,1499795.0,Twentieth Century Fox Film Corporation
12121,0.0,Zucker Brothers Productions
2246,46405336.0,Universal Pictures
10502,24760338.0,Gordon Company
10440,11285588.0,Davis Entertainment
9516,27900000.0,Licht/Mueller Film Corporation
2320,121969216.0,HBO
5879,0.0,A BandApart
83718,0.0,Rysher Entertainment
11971,0.0,United Artists
2625,0.0,Paramount Pictures
31911,0.0,Twentieth Century Fox Film Corporation
788,441286195.0,Canal+
21450,0.0,Studio Trite
11231,15826984.0,Caméra One
41588,0.0,PolyGram Audiovisuel
10447,15340000.0,British Screen Productions
31586,0.0,Detour Film Production
9300,0.0,Warner Bros.
9559,135130999.0,Jack Giarraputo Productions
9800,206678440.0,Spelling Films International
713,116700000.0,Regency Enterprises
8291,27515786.0,Alcor Films
18133,23042200.0,Canal+
25557,8638072.0,New Regency Pictures
22588,0.0,Hera Productions
10872,11439193.0,Universal Pictures
1245,23237911.0,Island World
11858,24332324.0,Full Moon Entertainment
7007,107198790.0,The Rank Organisation
10467,0.0,Bórd Scannán na hÉireann
5550,10696210.0,Lantana
8005,35739755.0,Price Entertainment
2088,3275585.0,Miramax Films
10412,0.0,View Askew Productions
47889,1001437.0,New Line Cinema
14534,22750363.0,American Zoetrope
56583,0.0,Warner Bros.
41878,0.0,Baltimore Pictures
424,321365567.0,Keystone Pictures
35233,0.0,Dream Man Productions Inc
14291,7266383.0,Paramount Pictures
103413,0.0,Savoy Pictures
11236,0.0,Rysher Entertainment
11592,7820688.0,Fine Line Features
8850,48063435.0,Channel Four Films
10445,0.0,Capitol Films
695,6110979.0,TF1 Films Production
43535,0.0,Canal+
12519,7770731.0,Flach Film
23210,0.0,Les Films de l'Astre
858,227799884.0,Castle Rock Entertainment
867,116300000.0,Columbia Pictures Corporation
78,33139618.0,New Line Cinema
13203,36448200.0,Motion Picture Corporation of America (MPCA)
10442,11585483.0,Ang Lee Productions
11074,0.0,Good Machine
33367,0.0,Central Motion Pictures
9607,20915465.0,Miramax Films
17585,7690013.0,Alliance Entertainment
9057,16478900.0,Ego Film Arts
20967,0.0,Savoy Pictures
10635,0.0,Touchstone Pictures
9479,75634409.0,Twentieth Century Fox Film Corporation
10057,53898845.0,PolyGram Filmed Entertainment
11969,56505065.0,Working Title Films
41590,0.0,Prufrock Pictures
319,12281551.0,Columbia Pictures
26408,0.0,Castle Rock Entertainment
15139,13670688.0,Twentieth Century Fox Film Corporation
161158,0.0,Walt Disney Pictures
218473,0.0,TriStar Pictures
85247,0.0,Metro-Goldwyn-Mayer
11446,0.0,Italian International Film
51980,0.0,Stéphan Films
24405,1596687.0,MG
8223,0.0,Miramax Films
14587,0.0,Fine Line Features
31504,0.0,Kartemquin Films
41653,0.0,WingNut Films
53185,0.0,Miramax Films
95743,0.0,New Zealand Film Commission
23637,0.0,Fontana Productions
17600,0.0,Caravan Pictures
10897,67308282.0,Hollywood Pictures
349394,0.0,Columbia Pictures
21352,0.0,Majestic Films International
68806,0.0,Icon Entertainment International
37345,3021629.0,Walt Disney Pictures
32562,0.0,Caravan Pictures
47507,0.0,Universal Pictures
25403,0.0,Bregman/Baer Productions
124304,0.0,Paramount Pictures
9066,0.0,Geffen Pictures
771,476684675.0,Merchant Ivory Productions
251,505000000.0,Touchstone Pictures
812,504050219.0,Caravan Pictures
280,520000000.0,Touchstone Pictures
581,424208848.0,Universal Pictures
80350,0.0,Northern Lights Entertainment
268,411348924.0,Fountainbridge Films
274,272742922.0,Warner Bros.
408,184925486.0,Lee Rich Productions
10020,377350553.0,Walt Disney Pictures
10895,84300000.0,Trimark Pictures
114,463000000.0,Twentieth Century Fox Film Corporation
41043,0.0,Lucasfilm
576,638641.0,Twentieth Century Fox Film Corporation
15477,0.0,Columbia Pictures
59146,0.0,Warner Bros.
124472,0.0,Channel Four Films
30528,0.0,Parallax Pictures
7300,97529550.0,MK2 Productions
10824,13940383.0,Aviacsa
261246,0.0,Cinevista
275,60611975.0,Bedford Falls Productions
25059,32709423.0,TriStar Pictures
11827,0.0,Pangaea
8766,16675000.0,Universal Pictures
23570,0.0,Fine Line Features
47333,0.0,New Line Cinema
54850,0.0,Live Entertainment
51242,0.0,Channel Four Films
10112,55675257.0,Cineville
4307,0.0,Home Box Office (HBO)
46029,0.0,Showcase Entertaiment Inc.
32308,0.0,Warner Bros.
88893,0.0,Paramount Pictures
52873,0.0,Channel Four Films
123505,0.0,Samuel Goldwyn Company
340210,0.0,Close Call Films
44281,0.0,American Zoetrope
28121,0.0,TriStar Pictures
12520,442965.0,Walt Disney Pictures
1592,102616183.0,TriStar Pictures
166901,0.0,Paramount Pictures
36447,0.0,The Kennedy/Marshall Company
19042,8620678.0,Twentieth Century Fox Film Corporation
38884,0.0,Hollywood Pictures
47449,0.0,American Zoetrope
36259,0.0,American Playhouse
41852,0.0,Majestic Films International
40926,0.0,Newcomb Productions
9099,0.0,Wolper Organization
2021,218626.0,Warner Bros.
61752,4939939.0,Paramount Pictures
10988,0.0,Capella International
11479,0.0,Cinehaus
398959,0.0,Twentieth Century Fox Film Corporation
287305,0.0,Egg Pictures
339428,65335.0,PolyGram Filmed Entertainment
12652,0.0,40 Acres & A Mule Filmworks
10684,100860818.0,TOEI
954,457696359.0,Distant Justice Joint Venture
68445,0.0,Metrodome Films
18989,0.0,Filmwerks
10801,0.0,Imperial Entertainment
54285,0.0,Triumph Films
8840,115267375.0,Regency Enterprises
278978,0.0,Alcor Films
124625,0.0,Ixtlan
11107,0.0,Warner Bros.
16417,0.0,New Regency Pictures
70934,0.0,J D Productions
10363,0.0,TriStar Pictures
161070,0.0,Avalon Studios
10539,28921264.0,New Zealand Film Commission
10543,0.0,New Zealand On Air
18414,0.0,New Line Cinema
47502,9789900.0,CineTel Pictures
11902,0.0,MG Entertainment
27098,0.0,Kopelson Entertainment
25087,684351.0,Punch Productions
5801,536364.0,Warner Bros.
896,16000.0,Arnold Kopelson Productions
3065,0.0,Columbia Pictures
318177,0.0,Gaumont
2300,250200000.0,"Samuel Goldwyn Company, The"
8069,2500000.0,Hollywood Pictures
288173,0.0,Miramax Films
187851,0.0,A Band Apart
27768,0.0,Jersey Films
221917,0.0,Polygram Filmed Entertainment
8072,0.0,Gramercy Pictures (I)
35797,0.0,MVP Films
88030,0.0,Ang Lee Productions
185191,0.0,BBC Films
83857,0.0,PolyGram Filmed Entertainment
33245,0.0,Miramax
124460,0.0,Wildwood Enterprises
27281,0.0,Hollywood Pictures
105045,0.0,Baltimore Pictures
40001,10070000.0,Cecile Company
29621,0.0,Thousand Cranes Filmworks
117730,0.0,Renn Productions
20762,0.0,Eurimages
37144,0.0,Canal+
48260,0.0,ARD/Degeto Film GmbH
12656,0.0,D.A. Films
38867,62949.0,France2 Cinéma
277270,0.0,WMG Film
25969,0.0,Centre National de la Cinématographie (CNC)
44103,0.0,N.E.F. Filmproduktion und Vertriebs GmbH
753,0.0,Miramax
43634,0.0,RCS Films & TV
9103,57400547.0,TriStar Pictures
90214,0.0,Hollywood Pictures
29649,0.0,Interscope Communications
10990,0.0,Nomura Babcock & Brown
8866,0.0,Miramax Films
12233,74151346.0,Zespół Filmowy TOR
23449,0.0,Le Studio Canal+
36355,20080020.0,France 3 Cinéma
37667,0.0,Télévision Suisse-Romande
90148,0.0,France 3 Cinéma
922,0.0,CED Productions
11876,15000000.0,Le Studio Canal+
52633,0.0,France 3 Cinéma
62364,0.0,Eurimages
73183,0.0,Allegro Films
131232,0.0,Norstar Entertainment
9100,24769466.0,west wind entertainment
20759,0.0,Paramount Pictures
46063,5.0,Rich Animation Studios
32513,0.0,Jones Entertainment Group
40651,0.0,Skerry Productions
36915,0.0,Jerry Weintraub Productions
40507,3014000.0,Warner Bros.
9802,335062621.0,Iguana Producciones
25697,0.0,Centropolis Entertainment
21588,0.0,StudioCanal
664,494471524.0,Carolco Entertainment
11867,3793614.0,Walt Disney Pictures
47119,0.0,Hollywood Pictures
314352,0.0,Castle Rock Entertainment
9323,2287714.0,Warner Bros.
10280,0.0,Channel Four Films
10535,0.0,Figment Films
124613,0.0,The Glasgow Film Fund
532,0.0,PolyGram Filmed Entertainment
26744,0.0,Kino Korsakoff
16299,0.0,Miramax Films
10547,14048372.0,Tabasco films
245268,0.0,Instituto Mexicano de Cinematografía (IMCINE)
935,9440272.0,TeleMadrid
55613,0.0,Cineville
41007,0.0,Trimark Pictures
35645,0.0,Samuel Goldwyn Company
110465,0.0,New Line Cinema
255546,0.0,1992 Number Four Limited Partnership
40751,0.0,MHA
275096,0.0,Shanghai Film Studios
85778,0.0,Era International Ltd
11101,0.0,Trilogy Entertainment Group
9826,17300889.0,Universal Pictures
9879,113309743.0,Tales From The Crypt Holdings
63564,0.0,Paramount Pictures
22621,0.0,40 Acres & A Mule Filmworks
7095,58620973.0,Savoy Pictures
46732,0.0,Universal Pictures
124633,0.0,Paramount Pictures
202425,0.0,Sony Pictures Classics
196940,0.0,Populist Pictures
77771,0.0,Savoy Pictures
181083,0.0,Price Entertainment
41225,0.0,"Jackson/McHenry Company,The"
188589,0.0,Paramount Pictures
87190,0.0,Paramount Pictures
627,16491080.0,Caravan Pictures
32872,0.0,Hollywood Pictures
602,816969268.0,Universal Pictures
14553,0.0,Fine Line Features
9566,18626419.0,Téléfilm Canada
10545,100138851.0,First Generation Films
9894,102825796.0,National Film Board of Canada (NFB)
11543,25023434.0,British Columbia Film Commission
9268,242295562.0,Ciby 2000
52059,0.0,Film Victoria
9327,128769345.0,House & Moorhouse Films
123763,0.0,Columbia Pictures Corporation
81949,65352.0,Beacon Pictures
42005,0.0,Warner Bros.
124306,0.0,Morgan Creek Productions
183955,0.0,PolyGram Filmed Entertainment
44535,0.0,Gramercy Pictures
44495,0.0,Fine Line Features
78285,0.0,R.P. Productions
11228,159212469.0,Columbia Pictures Corporation
10779,29359216.0,Les Films Alain Sarde
26748,13269963.0,Canal+
38223,0.0,Timothy Burrill Productions
9294,152036382.0,Miramax Films
49963,0.0,Paramount Pictures
11363,9482579.0,Mace Neufeld Productions
1645,152266007.0,Regency Enterprises
31546,665450.0,Alcor Films
77056,0.0,Warner Bros.
36344,0.0,New Line Cinema
18550,17193231.0,Universal Pictures
11511,0.0,40 Acres & A Mule Filmworks
172198,0.0,Miramax Films
34170,0.0,Crowvision Inc.
281085,0.0,Entertainment Media Investment Corporation
109478,0.0,Jeff Most Productions
124645,0.0,Edward R. Pressman Film
12606,0.0,Regency Enterprises
69895,0.0,Alcor Films
35206,0.0,Warner Bros.
151489,0.0,Aleor Films
4837,0.0,Universal Pictures
12632,0.0,Amblin Entertainment
9098,0.0,Hanna-Barbera Productions
282919,0.0,Paramount Pictures
124614,0.0,Channel Four Films
18975,0.0,PolyGram Filmed Entertainment
11962,4619014.0,Working Title Films
2925,116400000.0,Columbia Pictures Corporation
28628,0.0,New Deal Productions
3595,309492681.0,Columbia Pictures Corporation
9308,21302121.0,Think Again Productions
92381,0.0,Riot of Color
18555,258263.0,Caravan Pictures
12123,60209334.0,Touchstone Pictures
10830,33459416.0,TriStar Pictures
10546,17917287.0,Channel Four Films
18862,0.0,Arte
31417,0.0,Zweites Deutsches Fernsehen (ZDF)
9431,5600000.0,Nomad Films
124619,0.0,Omega Film GmbH
297645,0.0,Without Walls
48144,0.0,Walt Disney Pictures
46986,0.0,Walt Disney Feature Animation
144982,0.0,Miramax Films
47907,12643776.0,New Line Cinema
10061,42277365.0,New Line Cinema
