Movie_id,title,release_date,budget,revenue,return,name
40628,Two Bits,1995-10-22,0.0,0.0,0.0,James Foley
4482,French Twist,1995-02-08,0.0,0.0,0.0,Josiane Balasko
10634,Friday,1995-04-26,3500000.0,28215918.0,8.061690857142857,F. Gary Gray
755,From Dusk Till Dawn,1996-01-19,19000000.0,25836616.0,1.359821894736842,Robert Rodriguez
11859,Fair Game,1995-11-03,50000000.0,11534477.0,0.23068954,Andrew Sipes
28387,Kicking and Screaming,1995-10-06,0.0,718490.0,0.0,Noah Baumbach
48750,Les Miserables,1995-03-22,0.0,0.0,0.0,Claude Lelouch
20927,Bed of Roses,1996-01-26,0.0,19030691.0,0.0,Michael Goldenberg
36929,Big Bully,1996-01-26,15000000.0,2042530.0,0.1361686666666666,Steve Miner
9102,Screamers,1995-09-08,20000000.0,5781885.0,0.28909425,Christian Duguay
124626,Nico Icon,1995-02-18,0.0,0.0,0.0,Susanne Ofteringer
27526,The Crossing Guard,1995-11-15,0.0,0.0,0.0,Sean Penn
9623,The Juror,1996-02-02,44000000.0,0.0,0.0,Brian Gibson
46785,The White Balloon,1995-01-01,0.0,0.0,0.0,Jafar Panahi
400,Things to Do in Denver When You're Dead,1995-12-01,8000000.0,529766.0,0.06622075,Gary Fleder
880,Antonia's Line,1995-09-12,900000.0,0.0,0.0,Marleen Gorris
146599,Once Upon a Time... When We Were Colored,1996-01-26,0.0,0.0,0.0,Tim Reid
188588,Last Summer in the Hamptons,1995-11-22,0.0,0.0,0.0,Henry Jaglom
8447,Angels and Insects,1995-09-10,0.0,0.0,0.0,Philip Haas
10534,White Squall,1996-02-02,38000000.0,10300000.0,0.2710526315789474,Ridley Scott
17414,Dunston Checks In,1996-01-12,16000000.0,0.0,0.0,Ken Kwapis
13997,Black Sheep,1996-02-01,0.0,32.0,0.0,Penelope Spheeris
2086,Nick of Time,1995-11-22,8169363.0,8175346.0,1.000732370443081,John Badham
61548,The Journey of August King,1995-09-14,0.0,0.0,0.0,John Duigan
9095,Mary Reilly,1996-02-23,47000000.0,12379402.0,0.2633915319148936,Stephen Frears
12158,Vampire in Brooklyn,1995-10-26,14000000.0,19800000.0,1.4142857142857144,Wes Craven
9283,Beautiful Girls,1996-02-09,0.0,0.0,0.0,Ted Demme
9208,Broken Arrow,1996-02-09,50000000.0,150270147.0,3.00540294,John Woo
40154,A Midwinter's Tale,1995-12-01,0.0,0.0,0.0,Kenneth Branagh
406,La Haine,1995-05-31,3000000.0,0.0,0.0,Mathieu Kassovitz
45549,Shopping,1994-12-06,0.0,0.0,0.0,Paul W.S. Anderson
63076,Heidi Fleiss: Hollywood Madam,1995-12-27,0.0,0.0,0.0,Nick Broomfield
11062,City Hall,1996-02-16,0.0,0.0,0.0,Harold Becker
13685,Bottle Rocket,1996-02-21,7000000.0,560069.0,0.0800098571428571,Wes Anderson
47475,Mr. Wrong,1996-02-16,0.0,0.0,0.0,Nick Castle
2045,Unforgettable,1996-02-23,18000000.0,0.0,0.0,John Dahl
9614,Happy Gilmore,1996-02-16,12000000.0,41205099.0,3.43375825,Dennis Dugan
688,The Bridges of Madison County,1995-05-28,24000000.0,182016617.0,7.584025708333333,Clint Eastwood
11907,Nobody Loves Me,1994-11-07,0.0,0.0,0.0,Doris Dörrie
10874,Muppet Treasure Island,1996-02-16,0.0,34327391.0,0.0,Brian Henson
89333,Catwalk,1995-12-08,0.0,0.0,0.0,Robert Leacock
96357,Headless Body in Topless Bar,1995-05-20,0.0,0.0,0.0,James Bruce
197,Braveheart,1995-05-24,72000000.0,210000000.0,2.9166666666666665,Mel Gibson
103,Taxi Driver,1976-02-07,1300000.0,28262574.0,21.74044153846154,Martin Scorsese
33542,Rumble in the Bronx,1995-01-30,7500000.0,32392047.0,4.3189396,Stanley Tong
43566,Before and After,1996-02-23,35000000.0,0.0,0.0,Barbet Schroeder
71754,Margaret's Museum,1995-09-13,0.0,0.0,0.0,Mort Ransen
43612,Happiness Is in the Field,1995-01-31,13365000.0,0.0,0.0,Étienne Chatiliez
51352,Anne Frank Remembered,1995-06-08,0.0,1.0,0.0,Jon Blair
16934,The Young Poisoner's Handbook,1995-01-20,0.0,0.0,0.0,Benjamin Ross
10324,If Lucy Fell,1996-03-08,0.0,0.0,0.0,Eric Schaeffer
78406,Steal Big Steal Little,1995-09-29,25000000.0,6278139.0,0.25112556,Andrew Davis
55731,Race the Sun,1996-03-22,0.0,0.0,0.0,Charles T. Kanganis
32119,The Boys of St. Vincent,1992-12-06,0.0,0.0,0.0,John N. Smith
11066,Boomerang,1992-06-30,40000000.0,70100000.0,1.7525,Reginald Hudlin
11104,Chungking Express,1994-07-14,0.0,0.0,0.0,Wong Kar-wai
37975,The Star Maker,1995-09-21,0.0,0.0,0.0,Giuseppe Tornatore
2074,Flirting with Disaster,1996-03-22,7000000.0,14702438.0,2.100348285714286,David O. Russell
27793,The Neverending Story III: Escape from Fantasia,1994-10-26,17000000.0,0.0,0.0,Peter MacDonald
44284,The Silences of the Palace,1994-09-30,0.0,0.0,0.0,Moufida Tlatli
290157,Jupiter's Wife,1995-01-01,0.0,0.0,0.0,Michel Negroponte
110972,Pie in the Sky,1996-02-09,0.0,0.0,0.0,Bryan Gordon
32622,Angela,1995-01-01,0.0,0.0,0.0,Rebecca Miller
73067,Frankie Starlight,1995-11-22,0.0,0.0,0.0,Michael Lindsay-Hogg
11863,Jade,1995-10-13,50000000.0,9851610.0,0.1970322,William Friedkin
55475,Nueba Yol,1995-08-16,0.0,0.0,0.0,Ángel Muñiz
124636,Sonic Outlaws,1995-08-01,0.0,0.0,0.0,Craig Baldwin
9101,Down Periscope,1996-03-01,0.0,0.0,0.0,David S. Ward
123360,From the Journals of Jean Seberg,1995-09-08,0.0,0.0,0.0,Mark Rappaport
5757,Man of the Year,1995-09-15,0.0,209935.0,0.0,Dirk Shafer
39428,The Neon Bible,1995-08-23,0.0,0.0,0.0,Terence Davies
124639,Target,1995-08-01,0.0,0.0,0.0,Sandip Ray
9302,Up Close & Personal,1996-03-01,60000000.0,0.0,0.0,Jon Avnet
11000,The Birdcage,1996-03-08,31000000.0,185260553.0,5.976146870967742,Mike Nichols
249882,Virgin Mary,1995-10-12,0.0,0.0,0.0,Jakov Sedlar
16388,The Brothers McMullen,1995-08-09,0.0,0.0,0.0,Edward Burns
9737,Bad Boys,1995-04-07,19000000.0,141407024.0,7.442474947368421,Michael Bay
30765,The Amazing Panda Adventure,1995-08-25,0.0,0.0,0.0,Christopher Cain
10474,The Basketball Diaries,1995-04-21,0.0,0.0,0.0,Scott Kalvert
22279,An Awfully Big Adventure,1995-07-21,4000000.0,851545.0,0.21288625,Mike Newell
30157,Amateur,1994-08-05,0.0,0.0,0.0,Hal Hartley
568,Apollo 13,1995-06-30,52000000.0,355237933.0,6.831498711538462,Ron Howard
11780,Rob Roy,1995-04-13,28000000.0,31596911.0,1.1284611071428572,Michael Caton-Jones
34996,The Addiction,1995-01-10,0.0,0.0,0.0,Abel Ferrara
414,Batman Forever,1995-06-16,100000000.0,336529144.0,3.36529144,Joel Schumacher
649,Belle de Jour,1967-05-24,0.0,0.0,0.0,Luis Buñuel
1873,Beyond Rangoon,1995-05-24,0.0,0.0,0.0,John Boorman
5894,Blue in the Face,1995-09-15,2000000.0,1275000.0,0.6375,Paul Auster
1775,Canadian Bacon,1995-06-08,11000000.0,178104.0,0.0161912727272727,Michael Moore
8839,Casper,1995-05-26,50000000.0,287928194.0,5.75856388,Brad Silberling
20649,Clockers,1995-09-15,25000000.0,13071518.0,0.52286072,Spike Lee
10329,Congo,1995-06-09,50000000.0,152022101.0,3.04044202,Frank Marshall
8963,Crimson Tide,1995-05-12,53000000.0,157387195.0,2.969569716981132,Tony Scott
26564,Crumb,1994-09-10,0.0,3174695.0,0.0,Terry Zwigoff
8068,Desperado,1995-08-25,7000000.0,25405445.0,3.6293492857142855,Robert Rodriguez
8512,Devil in a Blue Dress,1995-09-15,27000000.0,16140822.0,0.5978082222222222,Carl Franklin
1572,Die Hard: With a Vengeance,1995-05-19,90000000.0,366101666.0,4.067796288888889,John McTiernan
13552,The Doom Generation,1995-10-27,0.0,0.0,0.0,Gregg Araki
259209,Feast of July,1995-10-12,0.0,0.0,0.0,Christopher Menaul
6520,First Knight,1995-07-07,55000000.0,127600435.0,2.320007909090909,Jerry Zucker
9073,Free Willy 2 - The Adventure Home,1995-07-19,0.0,0.0,0.0,Dwight H. Little
10428,Hackers,1995-09-14,20000000.0,7563728.0,0.3781864,Iain Softley
17447,Jeffrey,1995-08-18,0.0,0.0,0.0,Christopher Ashley
9886,Johnny Mnemonic,1995-05-26,25000000.0,19075720.0,0.7630288,Robert Longo
9482,Judge Dredd,1995-06-30,90000000.0,113493481.0,1.2610386777777778,Danny Cannon
19326,Jury Duty,1995-04-12,0.0,17014653.0,0.0,John Fortenberry
9344,Kids,1995-07-28,1500000.0,7412216.0,4.941477333333333,Larry Clark
9071,Living in Oblivion,1995-01-20,500000.0,1148752.0,2.297504,Tom DiCillo
8973,Lord of Illusions,1995-08-25,0.0,0.0,0.0,Clive Barker
15730,Love & Human Remains,1993-05-20,0.0,0.0,0.0,Denys Arcand
47608,Mad Love,1995-05-26,0.0,15453274.0,0.0,Antonia Bird
2293,Mallrats,1995-10-20,6000000.0,2122561.0,0.3537601666666666,Kevin Smith
9070,Mighty Morphin Power Rangers: The Movie,1995-06-30,15000000.0,66000000.0,4.4,Bryan Spicer
68274,Moonlight and Valentino,1995-09-29,0.0,0.0,0.0,David Anspaugh
48787,Mute Witness,1995-09-28,2.0,1.0,0.5,Anthony Waller
34574,Nadja,1994-09-13,0.0,0.0,0.0,Michael Almereyda
1642,The Net,1995-07-28,22000000.0,110627965.0,5.028543863636363,Irwin Winkler
11472,Nine Months,1995-07-12,0.0,69660733.0,0.0,Chris Columbus
36196,Party Girl,1995-06-09,150000.0,472370.0,3.1491333333333333,Daisy von Scherler Mayer
11980,The Prophecy,1995-09-01,8.0,16.0,2.0,Gregory Widen
58372,Reckless,1995-11-17,0.0,0.0,0.0,Norman René
32646,Safe,1995-06-23,0.0,0.0,0.0,Todd Haynes
10533,The Scarlet Letter,1995-10-13,50000000.0,10382407.0,0.20764814,Roland Joffé
56088,The Show,1995-08-25,0.0,0.0,0.0,
10802,Showgirls,1995-09-22,45000000.0,20350754.0,0.4522389777777778,Paul Verhoeven
10149,Smoke,1995-06-09,7000000.0,8349430.0,1.1927757142857145,Wayne Wang
18402,Something to Talk About,1995-08-04,0.0,50892160.0,0.0,Lasse Hallström
9348,Species,1995-07-07,35000000.0,113374103.0,3.2392600857142857,Roger Donaldson
139408,The Stars Fell on Henrietta,1995-09-15,0.0,0.0,0.0,James Keach
281,Strange Days,1995-10-13,42000000.0,7959291.0,0.1895069285714285,Kathryn Bigelow
5967,The Umbrellas of Cherbourg,1964-02-19,0.0,0.0,0.0,Jacques Demy
79593,The Tie That Binds,1995-09-08,14000000.0,5780000.0,0.4128571428571428,Wesley Strick
47939,Three Wishes,1995-10-27,0.0,7025496.0,0.0,Martha Coolidge
36834,Total Eclipse,1995-11-02,0.0,339889.0,0.0,Agnieszka Holland
9090,"To Wong Foo, Thanks for Everything! Julie Newmar",1995-09-07,0.0,47774193.0,0.0,Beeban Kidron
3512,Under Siege 2: Dark Territory,1995-07-13,60000000.0,104324083.0,1.738734716666667,Geoff Murphy
52856,Unstrung Heroes,1995-09-15,0.0,0.0,0.0,Diane Keaton
77350,Unzipped,1995-08-11,0.0,0.0,0.0,Douglas Keeve
9560,A Walk in the Clouds,1995-08-11,20000000.0,50012507.0,2.50062535,Alfonso Aráu
9804,Waterworld,1995-07-28,175000000.0,264218220.0,1.5098184,Kevin Reynolds
31611,White Man's Burden,1995-12-01,8000000.0,0.0,0.0,Desmond Nakano
65796,Wild Bill,1995-12-01,30000000.0,0.0,0.0,Walter Hill
49805,The Browning Version,1994-10-12,0.0,0.0,0.0,Mike Figgis
26258,Bushwhacked,1995-08-04,0.0,0.0,0.0,Greg Beeman
50797,Burnt by the Sun,1994-05-01,2800000.0,2616503.0,0.9344653571428572,Nikita Mikhalkov
19155,Before the Rain,1994-06-09,0.0,763847.0,0.0,Milčo Mančevski
76,Before Sunrise,1995-01-27,2500000.0,5535405.0,2.214162,Richard Linklater
11017,Billy Madison,1995-02-10,10000000.0,26488734.0,2.6488734,Tamra Davis
37141,The Babysitter,1995-10-17,0.0,0.0,0.0,Guy Ferland
9382,Boys on the Side,1995-02-03,21000000.0,23450000.0,1.1166666666666667,Herbert Ross
6715,The Cure,1995-04-21,0.0,0.0,0.0,Peter Horton
18256,Castle Freak,1995-08-04,0.0,0.0,0.0,Stuart Gordon
22625,Circle of Friends,1995-03-16,0.0,0.0,0.0,Pat O'Connor
2292,Clerks,1994-09-13,27000.0,3151130.0,116.70851851851852,Kevin Smith
1909,Don Juan DeMarco,1994-10-01,25000000.0,22200000.0,0.888,Jeremy Leven
8984,Disclosure,1994-12-09,55000000.0,214015089.0,3.891183436363636,Barry Levinson
61813,Dream Man,1995-01-01,0.0,0.0,0.0,René Bonnière
4954,Drop Zone,1994-12-08,45000000.0,0.0,0.0,John Badham
62488,Destiny Turns on the Radio,1995-04-28,0.0,0.0,0.0,Jack Baran
10531,Death and the Maiden,1994-05-04,0.0,0.0,0.0,Roman Polanski
11929,Dolores Claiborne,1995-03-24,0.0,0.0,0.0,Taylor Hackford
8467,Dumb and Dumber,1994-12-16,16000000.0,247275374.0,15.454710875,Peter Farrelly
10451,Eat Drink Man Woman,1994-08-03,0.0,7294403.0,0.0,Ang Lee
20156,Exotica,1994-09-24,0.0,0.0,0.0,Atom Egoyan
18395,Exit to Eden,1994-10-14,0.0,6841570.0,0.0,Garry Marshall
522,Ed Wood,1994-09-27,18000000.0,5887457.0,0.3270809444444444,Tim Burton
397,French Kiss,1995-05-05,0.0,0.0,0.0,Lawrence Kasdan
10525,Forget Paris,1995-05-19,0.0,0.0,0.0,Billy Crystal
27985,Far from Home: The Adventures of Yellow Dog,1995-01-13,0.0,0.0,0.0,Phillip Borsos
15789,A Goofy Movie,1995-04-07,0.0,35348597.0,0.0,Kevin Lima
27303,Hideaway,1995-03-03,15000000.0,12201255.0,0.813417,Brett Leonard
21183,Fluke,1995-06-02,0.0,0.0,0.0,Carlo Carlei
10954,Farinelli,1994-12-07,0.0,0.0,0.0,Gérard Corbiau
47867,Gordy,1995-05-12,0.0,3992809.0,0.0,Mark Lewis
43475,Gumby: The Movie,1995-12-01,0.0,0.0,0.0,Art Clokey
72031,The Glass Shield,1994-09-16,0.0,0.0,0.0,Charles Burnett
14275,Hoop Dreams,1994-09-12,700000.0,7830611.0,11.186587142857142,Steve James
1024,Heavenly Creatures,1994-09-02,5000000.0,3049135.0,0.609827,Peter Jackson
17207,Houseguest,1995-01-06,10500000.0,26325256.0,2.507167238095238,Randall Miller
13701,Immortal Beloved,1994-12-16,120.0,0.0,0.0,Bernard Rose
14819,Heavyweights,1995-02-17,0.0,17689177.0,0.0,Steven Brill
32631,The Hunted,1995-02-24,0.0,0.0,0.0,J. F. Lawton
11777,I.Q.,1994-12-24,25000000.0,0.0,0.0,Fred Schepisi
628,Interview with the Vampire,1994-11-11,60000000.0,223664608.0,3.7277434666666656,Neil Jordan
87729,Jefferson in Paris,1995-03-31,14000000.0,2474000.0,0.1767142857142857,James Ivory
18713,The Jerky Boys,1995-02-03,0.0,0.0,0.0,James Melkonian
6280,Junior,1994-11-22,60000000.0,37000000.0,0.6166666666666667,Ivan Reitman
9061,Just Cause,1995-02-17,0.0,0.0,0.0,Arne Glimcher
37108,A Kid in King Arthur's Court,1995-08-11,0.0,0.0,0.0,Michael Gottlieb
6071,Kiss of Death,1995-04-21,40000000.0,0.0,0.0,Barbet Schroeder
11,Star Wars,1977-05-25,11000000.0,775398007.0,70.49072790909091,George Lucas
9587,Little Women,1994-12-21,18000000.0,0.0,0.0,Gillian Armstrong
19101,A Little Princess,1995-05-10,17000000.0,0.0,0.0,Alfonso Cuarón
49980,Ladybird Ladybird,1994-02-18,0.0,0.0,0.0,Ken Loach
17961,L'Enfer,1994-02-16,10000000.0,0.0,0.0,Claude Chabrol
18183,Like Water for Chocolate,1992-04-16,2000000.0,21665468.0,10.832734,Alfonso Aráu
4476,Legends of the Fall,1994-12-16,30000000.0,160638883.0,5.354629433333334,Edward Zwick
11008,Major Payne,1995-03-24,0.0,0.0,0.0,Nick Castle
47504,Little Odessa,1994-10-27,0.0,0.0,0.0,James Gray
32325,Mi Vida Loca,1994-06-08,0.0,0.0,0.0,Allison Anders
43742,Love Affair,1994-10-21,60000000.0,0.0,0.0,Glenn Gordon Caron
28313,Losing Isaiah,1995-03-17,17000000.0,7603766.0,0.4472803529411764,Stephen Gyllenhaal
11318,The Madness of King George,1994-12-28,0.0,0.0,0.0,Nicholas Hytner
3036,Mary Shelley's Frankenstein,1994-11-04,45000000.0,112006296.0,2.4890288,Kenneth Branagh
40490,Man of the House,1995-03-03,0.0,0.0,0.0,James Orr
24070,Mixed Nuts,1994-12-21,15000000.0,0.0,0.0,Nora Ephron
8986,Milk Money,1994-08-31,0.0,18137661.0,0.0,Richard Benjamin
10510,Miracle on 34th Street,1994-11-18,0.0,46264384.0,0.0,Les Mayfield
17402,Miami Rhapsody,1995-01-27,6.0,5.0,0.8333333333333334,David Frankel
38722,My Family,1995-05-03,5500000.0,0.0,0.0,Gregory Nava
8438,Murder in the First,1995-01-20,0.0,17381942.0,0.0,Marc Rocco
11593,Nobody's Fool,1994-12-23,0.0,0.0,0.0,Robert Benton
1945,Nell,1994-12-23,31000000.0,106683817.0,3.441413451612904,Michael Apted
39310,New Jersey Drive,1995-04-19,0.0,0.0,0.0,Nick Gomez
109560,New York Cop,1993-08-14,0.0,0.0,0.0,Tōru Murakawa
56428,Beyond Bedlam,1994-04-22,4800000.0,0.0,0.0,Vadim Jean
63105,Nemesis 2 - Nebula,1995-09-26,0.0,0.0,0.0,Albert Pyun
131957,Nina Takes a Lover,1995-03-03,0.0,0.0,0.0,Alan Jacobs
241,Natural Born Killers,1994-08-25,34000000.0,50282766.0,1.4789048823529412,Oliver Stone
9058,Only You,1994-09-17,0.0,0.0,0.0,Norman Jewison
527,Once Were Warriors,1994-09-02,0.0,2201126.0,0.0,Lee Tamahori
18220,Poison Ivy II: Lily,1996-01-16,0.0,0.0,0.0,Anne Goursaud
6950,Outbreak,1995-03-10,50000000.0,189859560.0,3.7971912,Wolfgang Petersen
101,Leon: The Professional,1994-09-14,16000000.0,45284974.0,2.830310875,Luc Besson
63020,The Perez Family,1995-05-12,11000000.0,2832826.0,0.2575296363636363,Mira Nair
2307,A Pyromaniac's Love Story,1995-04-28,0.0,0.0,0.0,Joshua Brand
680,Pulp Fiction,1994-09-10,8000000.0,213928762.0,26.74109525,Quentin Tarantino
41478,Panther,1995-11-10,0.0,6834525.0,0.0,Mario Van Peebles
25296,Pushing Hands,1992-02-01,400000.0,152322.0,0.380805,Ang Lee
40156,Priest,1994-01-01,0.0,4176932.0,0.0,Antonia Bird
11450,Quiz Show,1994-09-16,0.0,0.0,0.0,Robert Redford
30304,Picture Bride,1995-05-05,0.0,0.0,0.0,Kayo Hatta
10452,Queen Margot,1994-05-13,0.0,0.0,0.0,Patrice Chéreau
12106,The Quick and the Dead,1995-02-09,32000000.0,18552460.0,0.579764375,Sam Raimi
161495,Roommates,1995-03-01,22000000.0,12400000.0,0.5636363636363636,Peter Yates
3586,Prêt-à-Porter,1994-12-23,15000000.0,11300653.0,0.7533768666666667,Robert Altman
110,Three Colors: Red,1994-05-27,0.0,0.0,0.0,Krzysztof Kieślowski
108,Three Colors: Blue,1993-01-10,0.0,0.0,0.0,Krzysztof Kieślowski
109,Three Colors: White,1994-01-26,0.0,0.0,0.0,Krzysztof Kieślowski
159185,"Red Firecracker, Green Firecracker",1994-10-14,0.0,0.0,0.0,He Ping
36357,Rent-a-Kid,1995-01-01,0.0,0.0,0.0,Fred Gerber
92769,Relative Fear,1995-10-03,0.0,0.0,0.0,George Mihalka
28033,Stuart Saves His Family,1995-04-12,0.0,0.0,0.0,Harold Ramis
22586,The Swan Princess,1994-11-18,35000000.0,9771658.0,0.2791902285714285,Richard Rich
14334,The Secret of Roan Inish,1994-01-01,0.0,0.0,0.0,John Sayles
2636,The Specialist,1994-10-07,45000000.0,170362582.0,3.785835155555556,Luis Llosa
2164,Stargate,1994-10-27,55000000.0,196567262.0,3.5739502181818184,Roland Emmerich
11395,The Santa Clause,1994-11-10,22000000.0,189833357.0,8.628788954545454,John Pasquin
278,The Shawshank Redemption,1994-09-23,25000000.0,28341469.0,1.13365876,Frank Darabont
9905,Shallow Grave,1994-12-22,0.0,0.0,0.0,Danny Boyle
87078,Suture,1993-09-14,0.0,102780.0,0.0,Scott McGehee
12527,Strawberry and Chocolate,1993-01-01,0.0,0.0,0.0,Tomás Gutiérrez Alea
20306,Swimming with Sharks,1994-09-10,0.0,0.0,0.0,George Huang
36614,The Sum of Us,1994-07-12,32.0,0.0,0.0,Kevin Dowling
27993,Senior Trip,1995-09-08,0.0,0.0,0.0,Kelly Makin
31439,To Live,1994-06-30,0.0,0.0,0.0,Zhang Yimou
9067,Tank Girl,1995-03-31,25000000.0,4064495.0,0.1625798,Rachel Talalay
9059,Tales from the Crypt: Demon Knight,1995-01-13,0.0,0.0,0.0,Ernest R. Dickerson
193,Star Trek: Generations,1994-11-17,38000000.0,120000000.0,3.1578947368421053,David Carson
25066,Tales from the Hood,1995-05-24,6000000.0,12000000.0,2.0,Rusty Cundieff
46797,Tom & Viv,1994-04-15,0.0,0.0,0.0,Brian Gilbert
12122,Village of the Damned,1995-04-28,0.0,0.0,0.0,John Carpenter
11381,Tommy Boy,1995-03-31,0.0,32648673.0,0.0,Peter Segal
32636,Vanya on 42nd Street,1994-09-13,0.0,0.0,0.0,Louis Malle
36141,The Underneath,1995-04-28,6500000.0,0.0,0.0,Steven Soderbergh
95963,The Walking Dead,1995-02-24,0.0,0.0,0.0,Preston A. Whitmore II
1587,What's Eating Gilbert Grape,1993-12-17,11000000.0,10032765.0,0.9120695454545454,Lasse Hallström
