Movie_id,collection_name,poster_path,backdrop_path
8011,Highlander Collection,/mNIXoyFicGseg9NoG3NHKZolKze.jpg,/gY5NPUGGJJdaGPlEM6f2pfHNtit.jpg
2758,Addams Family Collection,/iqAjYCir8x2fc8eeQ2k4qZqOMP1.jpg,/gS5yZLrSJ6uNbsz17xoxf70X2Ws.jpg
9409,Stakeout Collection,/oGai5vrDh7VkuTfsJjO31OcEXQk.jpg,
306,Beverly Hills Cop Collection,/fjKbHh7GpTARbiLj0RF7zc5iD0G.jpg,/lhZQuT76B9YcxZIudXZMhhWCKcl.jpg
11310,City Slickers Collection,/1xHwbqIfBQvxNCkdJwQ5vxFwI5H.jpg,/qv2Bcy963o42k65v0km97G1ceZ4.jpg
24257,The Endless Summer Collection,/zhG3P4ALlXxoFi0CGfcVsR3qmDL.jpg,/rbeqwDmy0yPMxBqA2ELvu08okcn.jpg
1634,Free Willy Collection,/3M2Q9ZDTyFBfi3ohz2gizFmnoL0.jpg,/aef15QAJ8Kxbh8W5zXqJb1f9Vhw.jpg
5503,The Fugitive / U.S. Marshals Collection,/idhUzfuEC24PTYhkWasivjoA3O0.jpg,/9xbrJQoHkTgkXY8oDsTmND0FiEX.jpg
2019,Hard Target Collection,/g7Bc4ik16xOBz21BQOcsxrBL8BO.jpg,/wcBIwQY888HX1QWpnv43lAujoId.jpg
9255,Hot Shots! Collection,/5uzldxeEVqvdaZhE4uCT9TTz9p1.jpg,/iGrRouADMV9MbidImsgRORaV3q.jpg
16097,House Party Collection,/hwaQA1SEoiWsacESz0IMaDQ3vVV.jpg,
329,Jurassic Park Collection,/qIm2nHXLpBBdMxi8dvfrnDkBUDh.jpg,/pJjIH9QN0OkHFV9eue6XfRVnPkr.jpg
11231,The Karate Kid Collection,/o6h2F0C5eZOy50Q76fNYzc9mvvw.jpg,/1ok5JGCsDt4Sh3CkFeXh2F2KB7F.jpg
5550,RoboCop Collection,/foJBQb9oEOH0mGh77tXyoxXCfzU.jpg,/azQScQWHpz5puIV4YeCcqgiT9Tn.jpg
11236,The Secret Garden Collection,/zy16gzORcFshGK3oE9W6dhQ8yRZ.jpg,/tpNVr5BikRH4tkNJPbYM6Q9yD1a.jpg
8850,The Shadow Collection,/s3ymS1GDfSYmMKmIdCBMc0fbVni.jpg,/ntIfzZNGz2aHRumYM7P8vqLJv6W.jpg
78,Blade Runner Collection,/foT46aJ7QPUFDl3CK8ArDl0JaZX.jpg,/57zhlMYblPute6qb8v16ZmGSPVv.jpg
9066,The Brady Bunch Collection,/cXW4na1zatUrsxgsssY8uwJ6A3t.jpg,
771,Home Alone Collection,/zYPsleQJo1n1rBPlecJBRb3iwSO.jpg,/cYS2aWxECESUN2OS3JiLrKMmOko.jpg
812,Aladdin Collection,/enl57YvMhTAdic6El5rfZppyzq2.jpg,/naeLgo2bt4WKfHF4BTrG6mkmjiY.jpg
280,The Terminator Collection,/vxiKtcxAJxHhlg2H1X8y7zcM3k6.jpg,/cpmbkwSxZnKO69V82A9a34tvk2E.jpg
268,Batman Collection,/adQxUvQW8HXNsvMG5aj71pHh9T.jpg,/9SpZvXLZDGGtFqVDByGqSGI64Kw.jpg
274,The Hannibal Lecter Anthology,/aRbyr3KsdmIczGh6VrlvlgQdwMQ.jpg,/npCbvak9UhjPsZB9Oa2k2jsqI7E.jpg
10020,Beauty and the Beast Collection,/mIzZxNAT1GIFaEoPYdJsUKC23Oj.jpg,/obOhJ6VC1IGvlxQYLp1KmjrTbt5.jpg
10824,Candyman Collection,/7yGuKyI0YOBZcOcfwP90WkAbwgD.jpg,/hJjCx4njVdHJobhvr84e5J6MgTw.jpg
25059,Homeward Bound Collection,/4S9WMNUJFzxKOjcoS1mGrKFfygI.jpg,
11827,Heavy Metal Collection,/tPzcbhK32OqnYmOccqbRw0eje7a.jpg,/iao9hIahX41T1Lxpa5h62J28rQF.jpg
8766,Hellraiser Collection,/lIK0UgJsA18Z5I1PwpucXzgyF3A.jpg,/uaEUgCqB6lGkvM4Wy5blNwLJdfa.jpg
19042,All Dogs Go to Heaven Collection,/yzuYenLnjAHbTPeu7DLAySbcNGi.jpg,/5JaMQn0PtPWGDIeGV8oqXSvJDKk.jpg
954,Mission: Impossible Collection,/gwyJPIhCK4Xz2WogeBnhCSQfUek.jpg,/49L0c5utmm0A4BkeDafM9BOhyBT.jpg
8840,DragonHeart Collection,/bZsqwJnO65wlZ3ez7dopUQMYALY.jpg,/hRucBWgzCc7iA9avUE2k5gc7dkj.jpg
25087,Bloodsport Collection,/sTqv7FQalXNVGSpfSJaWek077w9.jpg,/1DXtjAAaK7597GV5MSZH6nn0uqS.jpg
5801,The Apu Collection,/kDZJiqL5bCWsbdw2WFqwQoYLUhj.jpg,/b5zCX85EvJpizJzA2WaQmkd6DN6.jpg
896,The Apu Collection,/kDZJiqL5bCWsbdw2WFqwQoYLUhj.jpg,/b5zCX85EvJpizJzA2WaQmkd6DN6.jpg
8072,Lemmy Caution Collection,/uhLJqJT2nC0CL4AnC6FNH1AolH5.jpg,/m8ENhvf3ZL295uPZKVzQQE6Wruq.jpg
20762,The Substitute Collection,/hImw5aICI3kqEFARKVBzHkehVWb.jpg,
11687,The Visitors Collection,/tqLSEkKYdkFCqsNHP1v9pnr0sl.jpg,/ywYnkeaa7LZBU1bW8zavPwzve4X.jpg
9323,Ghost in the Shell Collection,/xEQVBrAd1hWtwCeK39RQ84CRqB7.jpg,/xt0E8CHXzLxEoiPqrjZMRrM4Izi.jpg
532,Wallace & Gromit Collection,/993pCCMO9g9RQUtNDxQgE1B330H.jpg,/huyrvVKEKa9czUY89fnvaAVAtkX.jpg
10547,The Arrival Collection,/oBBLM2XzrBwjmwWRsPmZ4UuBe7g.jpg,/rEk9ZLfrYXL87CMEddMaYAOwC39.jpg
77771,"Martin Scorsese’s World Cinema Project, Vol. 1",/nbR7Hniq5qzkF2ma0VkDXQCUTd5.jpg,
627,Trainspotting Collection,/6W9nyZ3Daq4zHkfTRIzNgWg6ai6.jpg,/rIrAfUd5wjkGoDkecNx1aXjGJLu.jpg
602,Independence Day Collection,/diCxphvzqas0Tr5eq7tLUzg5M7d.jpg,/p7oqa94XgNGVMazXwR49QfyGgtx.jpg
10545,The Hunchback of Notre Dame Collection,/vX0k6lP6tBi8XHdvNtOvsbNgyxM.jpg,/oAq4tE4fTXfsWz35kyajoWNzHfo.jpg
9327,The Nutty Professor Collection,/a6zC38ID7EyAflo8tsPDP4IE0Mt.jpg,/mW1NQFOSCwwgk03SpcpwiQEL2Lo.jpg
12606,The Brady Bunch Collection,/cXW4na1zatUrsxgsssY8uwJ6A3t.jpg,
10546,The Crow Collection,/kfU8OZptlBfR5DL9LNGL301Zmlz.jpg,/6sGKUZfV4g5d2LT4CsG89o0416W.jpg
9431,Tales from the Crypt Collection,/mjP1Ktqz3VCyX2akRAIjgxaALwx.jpg,/o9Nll2BovcZ9EDmBBMmnHx99wP4.jpg
10061,Escape From ... Collection,/8Zih8QGPJNXUuws0fIZmjxjs2Su.jpg,/c9mWaF2oeodriDLqYQr425sasxo.jpg
238,The Godfather Collection,/7SJVjEDoo7xH62TS8stkqRk4Byo.jpg,/3WZTxpgscsmoUk81TuECXdFOD0R.jpg
11134,Police Story Collection,/zF4gP4w1xxM7jDKLjTDK3ixkkms.jpg,/5qbfJzkMAUkFxcVo0dqnTRmpUoh.jpg
38955,Police Story Collection,/zF4gP4w1xxM7jDKLjTDK3ixkkms.jpg,/5qbfJzkMAUkFxcVo0dqnTRmpUoh.jpg
19004,The Land Before Time Collection,/n1bjdBVThBezxR6nEf2dy43sTtV.jpg,/alkvR9vTtuZEmd5ygsayOfxYOMa.jpg
10987,Halloween Collection,/2uqHV6YcD9jEL2WuJYjXiiuRDqd.jpg,/mmxf1sOe2T1sma0tH0TgTdcit1p.jpg
62,The Space Odyssey Series,/i1WdRtc6aObiwGz5NU8WWPW3r1N.jpg,/15FumSExI9SRoL7QJWZAsA0b10c.jpg
3529,The Thin Man Collection,/ro4YziSxDdrfON4CDHwNXvblCD1.jpg,/2yt8EpI4lobOqyANq9jN6b585zZ.jpg
10331,Living Dead Collection,/mSJ20RTWWgtt3aTyn1iwNZ9fbYl.jpg,/inPPfnJ9Wzc9rg1MpkPm0P3D9rJ.jpg
39448,In the Line of Duty Collection,/5Uy5n3fNaCV6hAVC9ZHXHyLkYG7.jpg,
10680,The Mighty Ducks Collection,/aUM5CXRiOu0YgrRZtDZSp997zgr.jpg,/8C8f3UkMgNofmipZ4b42UqdnUYb.jpg
18660,The Apple Dumpling Gang Collection,/vd0szkY491LPcz6pZk9TmQThb3S.jpg,
35115,Davy Crockett Collection,/8CuB1HGxpy9C0og8WmpLABe4XSi.jpg,
14821,Witch Mountain Collection,/3IggdwQeJvkkfMTKRv9iEpInGnV.jpg,/aXZ0LmSgLT1ZiNWnJ5qKaQHqBiC.jpg
14136,Herbie Collection,/uFvt8t7HlB6BzjiJDU6ea1eI28L.jpg,/hgi9EeU50KFhv9pCDmJyx4VLp5G.jpg
10869,Herbie Collection,/uFvt8t7HlB6BzjiJDU6ea1eI28L.jpg,/hgi9EeU50KFhv9pCDmJyx4VLp5G.jpg
19186,Parent Trap Collection,,
6878,Homeward Bound Collection,/4S9WMNUJFzxKOjcoS1mGrKFfygI.jpg,
15944,The Shaggy Dog Collection,/qCX60rYHFm8T8ffinuMq0cDM3iI.jpg,
11224,Cinderella Collection,/ouN0BQzHKOqK03d9qKXP7JOgQdt.jpg,/yNq1UsclAyXaQGhXVSDoyS9wpFo.jpg
15947,Caballeros Collection,/s3Jf9qBqzts4BOkwXGwUcFxKD4w.jpg,
10948,The Fox and the Hound Collection,/ph2KiQxp8xmgA5ENoBhETvJnYw9.jpg,/fEix7vMN09DUvt7nHh9qFwN9Op9.jpg
11229,Freeway Collection,/u5BhFwbnLg07R9VXlPeSxKT0FNR.jpg,/ysDeNGwgvTmdYuBF7njZ71bVIh4.jpg
562,Die Hard Collection,/dQP1lu4tBtCiAMeCRcuTFpJiM7y.jpg,/5kHVblr87FUScuab1PVSsK692IL.jpg
10163,The Lawnmower Man Collection,/slBKrKBbL1g3KURphhAYIyOOH0G.jpg,/id05z92s8Pwc2wbR9YAKngGqOyP.jpg
11238,Aladdin Collection,/enl57YvMhTAdic6El5rfZppyzq2.jpg,/naeLgo2bt4WKfHF4BTrG6mkmjiY.jpg
88,Dirty Dancing Collection,/gkrOvdbCFuGlxVwCYmczw7aw6Ku.jpg,/qR6POAKwCL8VwuK8ZjSAdRRFNj9.jpg
8491,Weekend at Bernie's Collection,/gJVBXVetIkgVVMbzODQ3dJwvQkV.jpg,/khVvskKc4VzAHbHtQMhKGeKWDxC.jpg
402,Basic Instinct Collection,/hiM5EvFgjFboZtPMY5vFjhNnRQc.jpg,/o5rgryRLwlOApsO3toqpqhhdS7H.jpg
25750,Children of the Corn Collection,/v6auJblMcNxUmZx23mQXMHmzyY3.jpg,/g4aK8Up5zSegesJdMYbxDcndn20.jpg
11843,The Pink Panther (Original) Collection,/xu6gZ0zGUSR8SC2QLKFaUrX2niM.jpg,/6KE7AguGR3UqwUn5RkzkoBc3MLy.jpg
1103,Escape From ... Collection,/8Zih8QGPJNXUuws0fIZmjxjs2Su.jpg,/c9mWaF2oeodriDLqYQr425sasxo.jpg
11298,The Howling Collection,/ci6CZhFFLm0r3fDomXlRAmCEesr.jpg,/a0UuiTYxqMmj5Ll26rORaFoTKBc.jpg
4480,The Water of the Hills Collection,/zEpjz1iP9zPzsceOfoXDfY6VlWU.jpg,
4481,The Water of the Hills Collection,/zEpjz1iP9zPzsceOfoXDfY6VlWU.jpg,
531,Wallace & Gromit Collection,/993pCCMO9g9RQUtNDxQgE1B330H.jpg,/huyrvVKEKa9czUY89fnvaAVAtkX.jpg
36555,Best of the Best Collection,/lRzylBJXIPsFxiTztxLNYhiZ4GK.jpg,/orC5lXKZTsitJguQFVxJcEhcTc.jpg
11455,Cheech & Chong Collection,/mI9ggvzjaDIGN1qcrM9fvATHVmZ.jpg,/tJqD18aCja9kNpZ1W2r5gZK2qdq.jpg
1891,Star Wars Collection,/ghd5zOQnDaDW1mxO7R5fXXpZMu.jpg,/d8duYyyC9J5T825Hg7grmaabfxQ.jpg
85,Indiana Jones Collection,/lpxDrACKJhbbGOlwVMNz5YCj6SI.jpg,/6kh59mZizZsttZPR0HAdXk6Ve2n.jpg
679,Alien Collection,/iVzIeC3PbG9BtDAudpwSNdKAgh6.jpg,/kB0Y3uGe9ohJa59Lk8UO9cUOxGM.jpg
429,The Man With No Name Collection,/lzUZptOL6iQqulMvhB2jfT5GepD.jpg,/uAkE1MAvFUiYjOllgDRndispKu3.jpg
1892,Star Wars Collection,/ghd5zOQnDaDW1mxO7R5fXXpZMu.jpg,/d8duYyyC9J5T825Hg7grmaabfxQ.jpg
348,Alien Collection,/iVzIeC3PbG9BtDAudpwSNdKAgh6.jpg,/kB0Y3uGe9ohJa59Lk8UO9cUOxGM.jpg
766,Evil Dead Collection,/eWFADubShlTEUiNsPcN6BMOKakr.jpg,/jrLLRe7pctP1aFDRuD9mt59YGHX.jpg
539,Psycho Collection,/29pDqAgmb4idzWzuZncoT7LZplA.jpg,/bPQZkZjNnsYuPZWzoRRl9k0VSQ8.jpg
525,The Blues Brothers Collection,/pQf9LzCokihzlLmgQlPG7yBpZ1o.jpg,/i4Jai1IlkbOWd8eNFM0S1lupyLt.jpg
240,The Godfather Collection,/7SJVjEDoo7xH62TS8stkqRk4Byo.jpg,/3WZTxpgscsmoUk81TuECXdFOD0R.jpg
530,Wallace & Gromit Collection,/993pCCMO9g9RQUtNDxQgE1B330H.jpg,/huyrvVKEKa9czUY89fnvaAVAtkX.jpg
9277,The Sting Collection,,
218,The Terminator Collection,/vxiKtcxAJxHhlg2H1X8y7zcM3k6.jpg,/cpmbkwSxZnKO69V82A9a34tvk2E.jpg
829,The Jake Gittes Collection,/bv2if3JS0E5IScbkrNJMmiJtcPF.jpg,/mPf6vo6hAzftf8qRS4qbwRVBBkJ.jpg
765,Evil Dead Collection,/eWFADubShlTEUiNsPcN6BMOKakr.jpg,/jrLLRe7pctP1aFDRuD9mt59YGHX.jpg
105,Back to the Future Collection,/UV8VEgAxgKVnCVnZhFACmhxjE4.jpg,/c9C9Pg2QctyjZHRmS0P8rZg1OTA.jpg
8009,Highlander Collection,/mNIXoyFicGseg9NoG3NHKZolKze.jpg,/gY5NPUGGJJdaGPlEM6f2pfHNtit.jpg
756,Fantasia Collection,/qHpXVQVhSOXwFNFCfKfdTnuyrXl.jpg,/7YanwpylLB3yzhwzf11W1tYpcQF.jpg
11314,Qatsi Collection,/AlE6QJc87zH5vYw6AI779ywRZG6.jpg,/2pRLc3z0jE1WkFJLCZyITtYjo08.jpg
89,Indiana Jones Collection,/lpxDrACKJhbbGOlwVMNz5YCj6SI.jpg,/6kh59mZizZsttZPR0HAdXk6Ve2n.jpg
8077,Alien Collection,/iVzIeC3PbG9BtDAudpwSNdKAgh6.jpg,/kB0Y3uGe9ohJa59Lk8UO9cUOxGM.jpg
41671,The Amityville Horror Collection,/8uCu7d43IHPwFfNS2qCyVuRP1cP.jpg,/kPfuozrsE7pmFFolkR0xFicZDJT.jpg
27214,The Amityville Horror Collection,/8uCu7d43IHPwFfNS2qCyVuRP1cP.jpg,/kPfuozrsE7pmFFolkR0xFicZDJT.jpg
52263,The Amityville Horror Collection,/8uCu7d43IHPwFfNS2qCyVuRP1cP.jpg,/kPfuozrsE7pmFFolkR0xFicZDJT.jpg
33519,The Amityville Horror Collection,/8uCu7d43IHPwFfNS2qCyVuRP1cP.jpg,/kPfuozrsE7pmFFolkR0xFicZDJT.jpg
16235,The Amityville Horror Collection,/8uCu7d43IHPwFfNS2qCyVuRP1cP.jpg,/kPfuozrsE7pmFFolkR0xFicZDJT.jpg
11449,The Amityville Horror Collection,/8uCu7d43IHPwFfNS2qCyVuRP1cP.jpg,/kPfuozrsE7pmFFolkR0xFicZDJT.jpg
41848,The Amityville Horror Collection,/8uCu7d43IHPwFfNS2qCyVuRP1cP.jpg,/kPfuozrsE7pmFFolkR0xFicZDJT.jpg
8851,The Blob Collection,,
229,Frankenstein (Universal Series),/2PJYpPHOqnVMXelHV1T4t6zra4i.jpg,/oR3GHwhvOcjn124b7wOZl9SHh8G.jpg
9529,Candyman Collection,/7yGuKyI0YOBZcOcfwP90WkAbwgD.jpg,/hJjCx4njVdHJobhvr84e5J6MgTw.jpg
7340,Carrie Collection,/5atZnoMxfDtEJbc1XpdYJLRLsRT.jpg,/dq9R9yertBFLssefa5d43XApBr9.jpg
377,A Nightmare on Elm Street Collection,/BcgmrOz69AUBRukw5LLGeYsOgo.jpg,/xDScJToK3YDTZmxNqQ0hFTObeXq.jpg
794,The Omen Collection,/5De8Hqq0z9gmDM7SbWU0C5pTjPC.jpg,/97vU4Y2bBmoJ3Mwi3uOAL8ahdUC.jpg
145,Heart of Gold Collection,/cwrmUIVzOuR9FdqKBfERkMHdde0.jpg,/293UTX2btTkblOL7WZF1Q7veIJm.jpg
199,Star Trek: The Next Generation Collection,/sddV6vaUC6x37icJS3opIXTXB07.jpg,/r7MMQenUURHhAVHFymtOb8AX4Bm.jpg
9279,Jingle All the Way Collection,/8lId3K1HKp39peVG1VwLfA6RFsK.jpg,/grCEwz2sIneF1wlDtVx6UiLqtLc.jpg
17204,Paradise Lost Collection,/lj7rDHdscgcYjYOzGk2WchDcIjz.jpg,/vEejyJqJvi429uGJ7uMJ9Wr1N2V.jpg
11674,101 Dalmatians (Live-Action) Collection,/oSeIai1ioj4dbq7WgbPzpsSCzkS.jpg,/eTaNHqpi7VldgcrDetfTzk4FeDi.jpg
1573,Die Hard Collection,/dQP1lu4tBtCiAMeCRcuTFpJiM7y.jpg,/5kHVblr87FUScuab1PVSsK692IL.jpg
152,Star Trek: The Original Series Collection,/zcB8KxHA4EapOoZZPAvwgmE1iGK.jpg,/9BQj9hq0aK6yM9Tm2NJ28jg572y.jpg
174,Star Trek: The Original Series Collection,/zcB8KxHA4EapOoZZPAvwgmE1iGK.jpg,/9BQj9hq0aK6yM9Tm2NJ28jg572y.jpg
172,Star Trek: The Original Series Collection,/zcB8KxHA4EapOoZZPAvwgmE1iGK.jpg,/9BQj9hq0aK6yM9Tm2NJ28jg572y.jpg
154,Star Trek: The Original Series Collection,/zcB8KxHA4EapOoZZPAvwgmE1iGK.jpg,/9BQj9hq0aK6yM9Tm2NJ28jg572y.jpg
157,Star Trek: The Original Series Collection,/zcB8KxHA4EapOoZZPAvwgmE1iGK.jpg,/9BQj9hq0aK6yM9Tm2NJ28jg572y.jpg
168,Star Trek: The Original Series Collection,/zcB8KxHA4EapOoZZPAvwgmE1iGK.jpg,/9BQj9hq0aK6yM9Tm2NJ28jg572y.jpg
364,Batman Collection,/adQxUvQW8HXNsvMG5aj71pHh9T.jpg,/9SpZvXLZDGGtFqVDByGqSGI64Kw.jpg
11967,Young Guns Collection,/5Mb6Y6RnyHu8SzO5gQl2YgO8Z6n.jpg,/whZZ13xGyCLFn21yVhQ9RXMSuKh.jpg
